data_file,model_file,local_index,global_index,family
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,401,1401,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,402,1402,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,403,1403,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,404,1404,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,407,1407,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,409,1409,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,413,1413,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,414,1414,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,417,1417,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,418,1418,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,419,1419,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,420,1420,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,423,1423,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,427,1427,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,428,1428,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,429,1429,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,430,1430,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,431,1431,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,432,1432,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,433,1433,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,436,1436,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,437,1437,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,441,1441,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,443,1443,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,444,1444,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,450,1450,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,451,1451,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,454,1454,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,455,1455,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,457,1457,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,458,1458,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,461,1461,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,462,1462,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,463,1463,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,472,1472,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,473,1473,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,475,1475,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,477,1477,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,479,1479,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,482,1482,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,487,1487,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,488,1488,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,491,1491,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,492,1492,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,493,1493,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,494,1494,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,498,1498,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data1.npy,D:\data\openfwi\FlatVel_A\model\model1.npy,499,1499,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,5,1505,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,11,1511,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,14,1514,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,15,1515,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,16,1516,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,19,1519,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,20,1520,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,21,1521,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,25,1525,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,26,1526,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,27,1527,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,31,1531,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,32,1532,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,33,1533,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,34,1534,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,37,1537,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,40,1540,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,41,1541,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,44,1544,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,45,1545,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,46,1546,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,47,1547,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,49,1549,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,50,1550,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,51,1551,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,52,1552,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,53,1553,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,54,1554,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,56,1556,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,58,1558,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,59,1559,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,60,1560,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,63,1563,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,66,1566,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,69,1569,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,70,1570,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,71,1571,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,73,1573,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,74,1574,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,78,1578,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,79,1579,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,80,1580,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,81,1581,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,82,1582,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,83,1583,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,89,1589,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,92,1592,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,93,1593,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,95,1595,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,98,1598,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,99,1599,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,100,1600,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,102,1602,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,106,1606,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,108,1608,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,115,1615,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,116,1616,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,117,1617,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,119,1619,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,124,1624,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,126,1626,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,127,1627,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,132,1632,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,134,1634,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,138,1638,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,140,1640,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,141,1641,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,142,1642,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,144,1644,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,149,1649,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,151,1651,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,152,1652,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,156,1656,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,157,1657,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,163,1663,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,165,1665,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,166,1666,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,167,1667,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,169,1669,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,172,1672,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,173,1673,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,177,1677,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,178,1678,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,179,1679,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,186,1686,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,188,1688,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,189,1689,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,193,1693,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,194,1694,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,203,1703,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,206,1706,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,207,1707,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,208,1708,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,213,1713,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,215,1715,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,217,1717,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,218,1718,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,220,1720,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,223,1723,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,226,1726,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,227,1727,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,230,1730,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,231,1731,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,232,1732,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,235,1735,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,236,1736,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,239,1739,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,242,1742,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,244,1744,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,250,1750,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,252,1752,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,253,1753,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,254,1754,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,257,1757,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,258,1758,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,260,1760,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,261,1761,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,262,1762,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,266,1766,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,268,1768,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,269,1769,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,270,1770,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,273,1773,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,275,1775,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,276,1776,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,277,1777,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,278,1778,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,279,1779,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,280,1780,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,284,1784,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,285,1785,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,288,1788,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,290,1790,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,298,1798,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,299,1799,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,302,1802,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,303,1803,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,305,1805,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,306,1806,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,307,1807,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,311,1811,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,314,1814,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,316,1816,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,318,1818,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,321,1821,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,323,1823,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,326,1826,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,327,1827,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,330,1830,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,332,1832,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,334,1834,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,336,1836,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,337,1837,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,339,1839,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,346,1846,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,348,1848,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,349,1849,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,350,1850,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,352,1852,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,353,1853,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,355,1855,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,357,1857,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,358,1858,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,359,1859,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,361,1861,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,364,1864,FlatVel_A
D:\data\openfwi\FlatVel_A\data\data2.npy,D:\data\openfwi\FlatVel_A\model\model2.npy,368,1868,FlatVel_A
